Пол;Нуждается в общежитии;Иностранное гражданство;Школа;Вид приема;Набор ОП;Сумма баллов;р.я;инф;мат;физ;Баллы за индивидуальные достижения;Сумма баллов за индивидуальные достижения;Год поступления
М;да;;"МБОУ ""Ульяновский городской лицей при УлГТУ"" г. Ульяновск, Россия, г. Ульяновск (73), обл. Ульяновская";Общий конкурс;03.03.01 Прикладные математика и физика;216;;;;;;0;2017
Ж;нет;;"МБОУ ""Школа №139"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;03.03.01 Прикладные математика и физика;213;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;да;;"МБОУ городского округа Тольятти ""Школа с углубленным изучением отдельных предметов № 41"" Самарской области, Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;10.05.01 Компьютерная безопасность;252;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
Ж;нет;;"МБОУ ""Школа № 10 ""Успех"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;260;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;да;;"КГУ ""Областная специализированная школа-интернат для одарённых в спорте детей"" города Уральска Зап-Каз. области, Казахстан, г. Уральск";Общий конкурс;11.03.03 Конструирование и технология электронных средств;178;;;;;;0;2017
Ж;да;;"Муниципальное общеобразовательное бюджетное учреждение ""Средняя общеобразовательная школа №17""г. Оренбурга, Россия, г. Оренбург (56), обл. Оренбургская";Целевой прием;11.03.01 Радиотехника;216;;;;;;0;2017
М;да;;МАОУ Суворовская СОШ Тоцкого района Оренбургской области, Россия, п. Суворовский (56), обл. Оренбургская, р-н Тоцкий;Общий конкурс;01.03.02 Прикладная математика и информатика;274;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
Ж;нет;;"муниципальное бюджетное общеобразовательное учреждение ""Самарский международный аэрокосмический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;232;;;;;;0;2017
Ж;да;;"МБОУ городского округа Тольятти ""Школа №34"", Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;10.03.01 Информационная безопасность;223;;;;;;0;2017
М;нет;;"МБОУ ""Гимназия №1"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Целевой прием;11.05.01 Радиоэлектронные системы и комплексы;181;;;;;;0;2017
Ж;да;;"МБОУ городского округа Тольятти ""Школа №62"", Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;10.03.01 Информационная безопасность;221;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;"МАОУ ""Самарский медико-технический лицей"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Целевой прием;09.03.01 Информатика и вычислительная техника;236;;;;;;0;2017
М;нет;;ГБОУ Самарской области СОШ №9 города Кинеля городского округа Кинель Самарской области, Россия, г. Кинель (63), обл. Самарская;Общий конкурс;09.03.01 Информатика и вычислительная техника;256;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;"МБОУ ""Школа № 72"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";По договору;01.05.01 Фундаментальные математика и механика;183;;;;;;0;2017
Ж;нет;;"МБОУ ""Школа № 16"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.03.01 Информационная безопасность;219;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;"МБОУ ""Гимназия Перспектива"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;159;;;;;;0;2017
М;нет;;"МБОУ ""Школа №166 имени А.А. Микулина"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.03.01 Информационная безопасность;243;;;;;;0;2017
Ж;да;;"государственное бюджетное общеобразовательное учреждение Самарской области средняя общеобразовательная школа ""Образовательный центр имени В.Н.Татищева"" с.Челно-Вершины муниципального района Челно-Вершинский Самарской области, Россия, с. Чувашское Урметьево (63), обл. Самарская, р-н Челно-Вершинский";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;260;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;да;;ГБОУ Самарской области СОШ №4 п.г.т. Алексеевка городского округа Кинель Самарской области, Россия, пгт. Алексеевка (63), обл. Самарская, г. Кинель;Общий конкурс;01.05.01 Фундаментальные математика и механика;211;;;;;1. Победители, призеры, участники олимпиад и иных конкурсов — 3;3;2017
Ж;нет;;"МБОУ ""Школа № 85"" городского округа Самара Самарская обалсть, Россия, г. Самара (63), обл. Самарская";Общий конкурс;12.03.04 Биотехнические системы и технологии;197;;;;;1. Финалист Всероссийского конкурса юных исследователей «Спутник» — 10;10;2017
М;да;;ГБОУ лицей имени Героя Советского Союза П.И. Викулова городского округа Сызрань Самарской области, Россия, г. Сызрань (63), обл. Самарская;Общий конкурс;12.03.05 Лазерная техника и лазерные технологии;177;;;;;;0;2017
М;нет;;"Частное учреждение ""Одесская частная специализированная школа I-III ступеней ""Гармония"", Украина, г. Одесса";По договору;09.03.01 Информатика и вычислительная техника;184;;;;;;0;2017
Ж;нет;;"ГБОУ Самарской области СОШ ""Образовательный центр"" с. Богатое муниципального района Богатовский Самарской области имени Героя Советского Союза Павлова Валентина Васильевича, Россия, с. Богатое (63), обл. Самарская, р-н Богатовский";Общий конкурс;09.03.01 Информатика и вычислительная техника;214;;;;;"1. Золотой знак отличия ГТО — 2
2. Победители, призеры, участники олимпиад и иных конкурсов — 3";5;2017
Ж;да;;"МБОУ городского округа Тольятти ""Лицей №67"" Самарской области, Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;10.05.01 Компьютерная безопасность;256;;;;;"1. Участник заключительных этапов олимпиад школьников — 5
2. Аттестат о среднем общем образовании с отличием — 5";10;2017
М;да;;"МОБУ ""Лицей №5"" г. Оренбург, Россия, г. Оренбург (56), обл. Оренбургская";Общий конкурс;10.05.01 Компьютерная безопасность;214;;;;;;0;2017
М;да;;"ГБОУ Самарской области СОШ ""Образовательный центр имени В.Н.Татищева"" с.Челно-Вершины муниципального района Челно-Вершинский Самарской области, Россия, с. Челно-Вершины (63), обл. Самарская, р-н Челно-Вершинский";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;241;;;;;"1. Золотой знак отличия ГТО — 2
2. Аттестат о среднем общем образовании с отличием — 5";7;2017
М;нет;;"МБОУ ""Школа №106"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.05.01 Фундаментальные математика и механика;252;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;"МБОУ ""Самарский международный аэрокосмический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;03.03.01 Прикладные математика и физика;196;;;;;;0;2017
М;нет;;"МБОУ ""Школа №175"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;12.03.05 Лазерная техника и лазерные технологии;173;;;;;;0;2017
Ж;нет;;СОШ №7 города Уральска Западно-Казахстанской области, Казахстан, г. Уральск;По договору;09.03.01 Информатика и вычислительная техника;192;;;;;;0;2017
М;да;;"МОУ ""Средняя общеобразовательная школа №3 г.Пугачева Саратовской области"", Россия, г. Пугачев (64), обл. Саратовская, р-н Пугачевский";Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;270;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;да;;ГБОУ Самарской области гимназия имени Заслуженного учителя Российской Федерации Сергея Васильевича Байменова города Похвистнево городского округа Похвистнево Самарской области, Россия, г. Похвистнево (63), обл. Самарская;Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;244;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;"МБОУ ""Школа ""Яктылык"" с углубленным изучением отдельных предметов"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Целевой прием;11.05.01 Радиоэлектронные системы и комплексы;171;;;;;"1. Победители, призеры, участники олимпиад и иных конкурсов — 3
2. Победители, призеры, участники олимпиад и иных конкурсов — 3";6;2017
Ж;да;;ГБОУ Самарской области СОШ с. Усинское муниципального района Сызранский Самарской области, Россия, с. Усинское (63), обл. Самарская, р-н Сызранский;Общий конкурс;09.03.01 Информатика и вычислительная техника;220;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;"МБОУ ""Школа №99"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;227;;;;;;0;2017
М;нет;;"МБОУ ""Гимназия №1"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;228;;;;;;0;2017
М;нет;;"МБОУ ""Школа №166 имени А.А. Микулина"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.05.01 Компьютерная безопасность;225;;;;;;0;2017
М;нет;;"МБОУ ""Школа №10 ""Успех"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;245;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;"МБОУ ""Школа № 53"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Целевой прием;11.03.04 Электроника и наноэлектроника;175;;;;;;0;2017
М;нет;;"МАОУ ""Пономаревская средняя общеобразовательная школа"" Пономаревского района Оренбургской области, Россия, с. Пономаревка (56), обл. Оренбургская, р-н Пономаревский";Общий конкурс;01.03.02 Прикладная математика и информатика;230;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;да;;"МОБУ ""Лицей № 5"" г. Оренбург, Россия, г. Оренбург (56), обл. Оренбургская";Общий конкурс;09.03.01 Информатика и вычислительная техника;243;;;;;;0;2017
Ж;нет;;"МБОУ ""Гимназия №3"" городского округа Самара Самарская область, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;211;;;;;;0;2017
М;да;;"МОАУ города Бузулука ""Гимназия №1 имени дважды Героя Советского Союза, летчика-космонавта Романенко Юрия Викторовича"" Оренбургской области, Россия, г. Бузулук (56), обл. Оренбургская";Общий конкурс;10.03.01 Информационная безопасность;267;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;муниципальное автономное общеобразовательное учреждение «Самарский лицей информационных технологий» городского округа Самара, Россия, г. Самара (63), обл. Самарская;Общий конкурс;01.03.02 Прикладная математика и информатика;238;;;;;;0;2017
М;нет;;"ГБПОУ Самарской области ""Самарский машиностроительный колледж"", Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;186;;;;;;0;2017
М;нет;;"МБОУ ""Школа №74"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;265;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;"МБОУ ""Лицей авиационного профиля №135"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Целевой прием;09.03.01 Информатика и вычислительная техника;227;;;;;;0;2017
Ж;нет;;"муниципальное бюджетное общеобразовательное учреждение ""Самарский международный аэрокосмический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.05.01 Компьютерная безопасность;223;;;;;;0;2017
Ж;да;;"МБОУ ""Лицей современных технологий управления № 2"" г. Пензы Пензенской области, Россия, г. Пенза (58), обл. Пензенская";Общий конкурс;12.03.04 Биотехнические системы и технологии;256;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
Ж;нет;;"МБОУ ""Лицей авиационного профиля № 135"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.03.01 Информационная безопасность;257;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;да;;"ГБОУ Самарской области СОШ №2 ""Образовательный центр"" с. Большая Глушица муниципального района Большеглушицкий Самарской области, Россия, с. Большая Глушица (63), обл. Самарская, р-н Большеглушицкий";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;233;;;;;"1. Аттестат о среднем общем образовании с отличием — 5
2. Победители, призеры, участники олимпиад и иных конкурсов — 3";8;2017
М;да;;"филиал частного общеобразовательного учреждения общего образования Таджикско-русский лицей-интернат ""Хотам и ПВ"", Таджикистан, г. Гиссар";Общий конкурс;01.03.02 Прикладная математика и информатика;264;;;;;1. Победитель/призер Физико-математической олимпиады Самарского университета — 10;10;2017
М;нет;;ГБОУ Самарской области средняя общеобразовательная школа №2 с углубленным изучением отдельных предметов п.г.т. Усть-Кинельский городского округа Кинель Самарской области, Россия, г. Кинель (63), обл. Самарская;Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;217;;;;;"1. Победители, призеры, участники олимпиад и иных конкурсов — 3
2. Победители, призеры, участники олимпиад и иных конкурсов — 3";6;2017
Ж;да;;ГБОУ Самарской области СОШ с. Камышла муниципального района Камышлинский Самарской области, Россия, с. Камышла (63), обл. Самарская, р-н Камышлинский;Общий конкурс;10.03.01 Информационная безопасность;211;;;;;;0;2017
М;да;;"муниципальное бюджетное общеобразовательное учреждение городского округа Тольятти ""Лицей № 51"" Самарской области, Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;196;;;;;;0;2017
Ж;нет;;"МБОУ ""Самарский международный аэрокосмический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.03.01 Информационная безопасность;215;;;;;;0;2017
Ж;нет;;"МБОУ ""Школа №91"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";В рамках квоты лиц, имеющих особые права;11.03.01 Радиотехника;186;;;;;;0;2017
Ж;нет;;"ГБОУ Самарской области СОШ №8 ""Образовательный центр"" города Новокуйбышевска городского округа Новокуйбышевск Самарской области, Россия, г. Новокуйбышевск (63), обл. Самарская";В рамках квоты лиц, имеющих особые права;10.03.01 Информационная безопасность;206;;;;;;0;2017
М;нет;;"МБОУ ""Самарский международный аэрокосмический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.03 Конструирование и технология электронных средств;261;;;;;;0;2017
М;нет;;"Муниципальное бюджетное общеобразовательное учреждение ""Школа №48"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.05.01 Радиоэлектронные системы и комплексы;212;;;;;;0;2017
Ж;да;;СОШ №9, Казахстан, г. Уральск;Общий конкурс;01.03.02 Прикладная математика и информатика;210;;;;;;0;2017
М;нет;;"МБОУ ""Школа №93"" городского округа Самара Самарская область, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;227;;;;;;0;2017
М;нет;;"МБОУ ""Школа № 74"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";По договору;02.03.02 Фундаментальная информатика и информационные технологии;200;;;;;"1. Аттестат о среднем общем образовании с отличием — 5
2. Золотой знак отличия ГТО — 2";7;2017
М;нет;;"МБОУ ""Самарский международный аэрокосмический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";По договору;10.03.01 Информационная безопасность;145;;;;;;0;2017
М;да;;ГБОУ СОШ с. Старая Рачейка имени Героя Советского Союза С.Т.Теплова муниципального района Сызранский Самарской области, Россия, с. Старая Рачейка (63), обл. Самарская, р-н Сызранский;Общий конкурс;11.03.03 Конструирование и технология электронных средств;252;;;;;;0;2017
М;нет;;"муниципальное бюджетное общеобразовательное учреждение ""Школа №35"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;189;;;;;;0;2017
М;нет;;ГБОУ Самарской области СОШ № 2 с углубленным изучением отдельных предметов п.г.т. Усть-Кинельский городского округа Кинель Самарской области, Россия, пгт. Усть-Кинельский (63), обл. Самарская, г. Кинель;Общий конкурс;03.03.01 Прикладные математика и физика;275;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
Ж;нет;;"МБОУ ""Школа №3 с углубленным изучением предметов имени Героя Советского Союза В.И. Фадеева"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;12.03.05 Лазерная техника и лазерные технологии;208;;;;;;0;2017
М;да;;ГБОУ Самарской области гимназия №1 города Новокуйбышевска городского округа Новокуйбышевск Самарской области, Россия, г. Новокуйбышевск (63), обл. Самарская;Целевой прием;11.03.03 Конструирование и технология электронных средств;194;;;;;;0;2017
М;нет;;"муниципальное бюджетное общеобразовательное учреждение ""Самарский международный аэрокосмический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;241;;;;;;0;2017
М;да;;"МБОУ города Ульяновска ""Средняя школа №31 имени Героев Свири"", Россия, г. Ульяновск (73), обл. Ульяновская";Целевой прием;11.05.01 Радиоэлектронные системы и комплексы;225;;;;;;0;2017
Ж;нет;;"МБОУ ""Школа 41 ""Гармония"" с углубленным изучением отдельных предметов"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;230;;;;;;0;2017
М;да;;"ГУ ""Алгинская средняя школа №4"", Казахстан, г. Алга, обл. Актюбинская";Общий конкурс;11.03.03 Конструирование и технология электронных средств;253;;;;;;0;2017
Ж;да;;"МБОУ городского округа Тольятти ""Школа №46"" б-р Курчатова, 16, Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;195;;;;;"1. Аттестат о среднем общем образовании с отличием — 5
2. Победители, призеры, участники олимпиад и иных конкурсов — 3
3. Победители, призеры, участники олимпиад и иных конкурсов — 3";10;2017
М;нет;;"МБОУ ""Школа № 144 с углубленным изучением отдельных предметов"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;196;;;;;;0;2017
М;да;;ГБОУ Самарской области СОШ с. Майское муниципального района Пестравский Самарской области, Россия, с. Майское (63), обл. Самарская, р-н Пестравский;Общий конкурс;01.03.02 Прикладная математика и информатика;270;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;ГБОУ Самарской области СОШ №8 п.г.т. Алексеевка городского округа Кинель Самарской области имени Воина-интернационалиста С.А.Кафидова, Россия, пгт. Алексеевка (63), обл. Самарская, г. Кинель;Общий конкурс;10.05.01 Компьютерная безопасность;225;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
Ж;да;;ГОУ Самарской области СОШ с. Хворостянка муниципального района Хворостянский Самарской области, Россия, с. Хворостянка (63), обл. Самарская, р-н Хворостянский;Общий конкурс;09.03.01 Информатика и вычислительная техника;221;;;;;"1. Аттестат о среднем общем образовании с отличием — 5
2. Золотой знак отличия ГТО — 2";7;2017
М;да;;ГБОУ Самарской области СОШ с. Пестравка муниципального района Пестравский Самарской области, Россия, с. Пестравка (63), обл. Самарская, р-н Пестравский;Общий конкурс;11.03.03 Конструирование и технология электронных средств;208;;;;;;0;2017
Ж;нет;;"МБОУ ""Школа №93"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;223;;;;;;0;2017
М;нет;;"ФГАОУ ВО ""Самарский национальный исследовательский университет имени академика С.П. Королева"" г. Самара, Россия, г. Самара (63), обл. Самарская";В рамках квоты лиц, имеющих особые права;09.03.01 Информатика и вычислительная техника;146;;;;;;0;2017
М;да;;"МОУ Николаевская средняя школа муниципального образования ""Николаевский район"" Ульяновской области, Россия, рп. Николаевка (73), обл. Ульяновская, р-н Николаевский";Общий конкурс;01.03.02 Прикладная математика и информатика;253;;;;;;0;2017
Ж;да;;"муниципальное бюджетное общеобразовательное учреждение города Ульяновска ""Средняя школа №82"", Россия, г. Ульяновск (73), обл. Ульяновская";Целевой прием;11.05.01 Радиоэлектронные системы и комплексы;180;;;;;;0;2017
М;нет;;"МБОУ ""Школа № 47 с углубленным изучением отдельных предметов имени Героя Советского Союза Ваничкина И.Д."" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;245;;;;;;0;2017
М;нет;;"МБОУ ""Гимназия №1"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;272;;;;;"1. Аттестат о среднем общем образовании с отличием — 5
2. Участник заключительных этапов олимпиад школьников — 5";10;2017
Ж;нет;;"МБОУ ""Школа №80"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Целевой прием;09.03.01 Информатика и вычислительная техника;194;;;;;;0;2017
М;нет;;"МБОУ ""Лицей ""Созвездие"" №131"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;03.03.01 Прикладные математика и физика;221;;;;;1. Участник заключительных этапов олимпиад школьников — 5;5;2017
М;нет;;"МБОУ ""Гимназия №2"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;210;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
Ж;да;;"Муниципальное общеобразовательное автономное учреждение города Бузулука ""Средняя общеобразовательная школа №13"" Оренбургской области, Россия, г. Бузулук (56), обл. Оренбургская";Общий конкурс;11.03.01 Радиотехника;200;;;;;;0;2017
М;нет;;"МБОУ ""Самарский международный аэрокосмический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;214;;;;;;0;2017
М;нет;;"МБОУ ""Школа №67 с углубленным изучением отдельных предметов"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;220;;;;;;0;2017
М;нет;;"МБОУ ""Школа №120 с углубленным изучением отдельных предметов"" городского округа Самара Самарская область, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;216;;;;;;0;2017
М;нет;;ГБОУ Самарской области СОШ имени Героя Советского Союза Николая Степановича Доровского с.Подбельск муниципального района Похвистневский Самарской области, Россия, с. Подбельск (63), обл. Самарская, р-н Похвистневский;Общий конкурс;10.03.01 Информационная безопасность;212;;;;;1. Участник заключительных этапов олимпиад школьников — 5;5;2017
М;нет;;"МБОУ ""Самарский международный аэрокосмический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;03.03.01 Прикладные математика и физика;239;;;;;;0;2017
Ж;нет;;"МАОУ ""Самарский лицей информационных технологий"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;274;;;;;1. Участник и лауреат Самарской научно-образовательной программы «Взлет» — 3;3;2017
М;нет;;"МБОУ ""Школа №166 имени А.А. Микулина"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;03.03.01 Прикладные математика и физика;202;;;;;;0;2017
М;да;;лицей-интернат «БИЛИМ-ИННОВАЦИЯ» («ЗНАНИЯ-ИННОВАЦИЯ») г.Талдыкорган Алматинской области, Казахстан, г. Талдыкорган, обл. Алматинская;Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;259;;;;;1. Победитель/призер Физико-математической олимпиады Самарского университета — 10;10;2017
М;да;;"МБОУ городского округа Тольятти ""Лицей № 67"" Самарской области, Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;206;;;;;;0;2017
М;да;;"МБОУ ""Лицей №25 города Димитровграда Ульяновской области"", Россия, г. Димитровград (73), обл. Ульяновская";Общий конкурс;10.05.01 Компьютерная безопасность;206;;;;;;0;2017
М;нет;;"МБОУ ""Гимназия №2"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Целевой прием;11.05.01 Радиоэлектронные системы и комплексы;188;;;;;;0;2017
М;да;;"ГБОУ Самарской области СОШ №3 ""Образовательный центр"" города Нефтегорска муниципального района Нефтегорский Самарской области, Россия, г. Нефтегорск (63), обл. Самарская, р-н Нефтегорский";Общий конкурс;11.03.01 Радиотехника;176;;;;;;0;2017
Ж;нет;;ГБОУ Самарской области СОШ №3 имени З.А. Космодемьянской города Новокуйбышевска городского округа Новокуйбышевск Самарской области, Россия, г. Новокуйбышевск (63), обл. Самарская;Общий конкурс;10.05.01 Компьютерная безопасность;215;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;"МБОУ ""Школа №102 с углубленным изучением отдельных предметов"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;205;;;;;;0;2017
М;нет;;"МБОУ ""Школа №3 с углубленным изучением предметов имени Героя Советского Союза В.И. Фадеева"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.05.01 Компьютерная безопасность;217;;;;;;0;2017
Ж;нет;;"МБОУ ""Школа № 16"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.05.01 Фундаментальные математика и механика;217;;;;;"1. Победители, призеры, участники олимпиад и иных конкурсов — 3
2. Аттестат о среднем общем образовании с отличием — 5";8;2017
М;нет;;"МБОУ ""Школа №156"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;256;;;;;1. Аттестат о среднем общем образовании с отличием — 5;5;2017
М;нет;;"МБОУ СОШ ""Школа №116 имени Героя Советского Союза И.В.Панфилова"", Россия, г. Самара (63), обл. Самарская";Целевой прием;09.03.01 Информатика и вычислительная техника;190;;;;;;0;2017
